Temperatura,Personas,Electrodomesticos,Consumo_kWh
29.664990403591613,4.0,15.0,66.26760877753364
27.34127156043695,4.0,5.0,
28.06566575066472,5.0,,56.9198811296325
41.65006785125946,3.0,14.0,74.2606122296078
13.806281735876501,1.0,7.0,26.355014163253458
27.701556132397048,3.0,14.0,49.31622291919727
30.867188298998073,2.0,,57.276539505258455
25.400058500708933,3.0,20.0,62.9642313334158
21.006876047437544,2.0,16.0,50.71776217542546
16.154419135305503,2.0,6.0,30.596711440729997
23.414683137173245,4.0,13.0,51.63104982842861
29.901015964844852,3.0,10.0,53.595082758072216
21.63569956345044,4.0,18.0,
25.00086331339086,1.0,5.0,33.18378172465323
23.909449793493362,5.0,17.0,66.03378206122228
27.21468156912789,,5.0,40.682806683858885
30.30112671719831,4.0,5.0,49.506768064216295
19.93666977133809,5.0,7.0,41.29441425619256
26.36145526561124,2.0,15.0,58.03101681322376
22.75094087544403,3.0,13.0,51.85575701414927
15.364314242566785,4.0,9.0,38.337148287654024
22.480614942720358,5.0,8.0,52.34127136960329
24.827450117673937,1.0,12.0,40.07260205204223
22.945419975099863,3.0,16.0,52.81864970034359
29.954925836285803,2.0,20.0,62.90422836723525
23.574900896963083,3.0,18.0,61.544846859961176
33.385110429518186,2.0,5.0,40.73422571698826
23.91660455172955,4.0,17.0,67.58689633870544
20.608857855662226,4.0,20.0,60.80499339450855
22.120805094095036,2.0,7.0,43.576564406907494
24.293440403064352,2.0,11.0,45.808589420249504
20.178721060553872,5.0,6.0,43.79411147185974
22.31970953814967,4.0,16.0,65.16246834811659
20.309515470054233,5.0,16.0,
20.024401048046,4.0,10.0,44.65645764443528
21.843686678495498,5.0,6.0,
26.489215934051025,4.0,6.0,48.9866791473572
19.10950267180254,5.0,14.0,52.282088392048394
17.2205982161639,2.0,11.0,45.52992327671877
20.775102552026205,2.0,11.0,42.68661652532572
18.652699844613334,2.0,20.0,60.42208335542602
17.362141450427806,2.0,18.0,54.318351901725286
24.526733201060438,5.0,11.0,55.42996029106694
24.21108549467574,3.0,15.0,56.268826043645724
25.22291498541468,4.0,12.0,62.16292699330442
,3.0,10.0,53.19281536116714
26.540940862641225,4.0,13.0,59.28012744070757
26.65525579680432,4.0,9.0,52.17497342701359
24.589988030479596,5.0,17.0,65.93501059931977
23.779910526234367,2.0,8.0,35.16568848379808
22.06804734344105,1.0,5.0,27.970189150929404
22.738457618004407,3.0,,60.98281620660182
18.804120185555703,4.0,10.0,45.729428191598934
23.985383902739013,5.0,19.0,66.71928860366306
20.703751438294223,2.0,7.0,38.85138123367286
31.87472629517657,4.0,9.0,59.67778390262422
23.056522837320816,3.0,6.0,40.66827691465228
32.18922805315958,3.0,16.0,62.965243534372554
27.423285419486593,4.0,20.0,127.03586747522877
20.774564491398966,3.0,20.0,55.87892014905272
19.836662480409704,1.0,12.0,38.72842467429708
26.202993094132328,1.0,12.0,42.24993646332991
28.516501628920977,5.0,17.0,67.2640343096221
31.996149184885113,5.0,8.0,62.26246775668701
24.612885967719627,3.0,15.0,55.83211693269052
21.380892669770535,1.0,7.0,33.902956262786624
24.607856306074478,1.0,12.0,43.984305900337844
24.580505608840724,5.0,20.0,68.53154316367902
22.166468807708657,5.0,12.0,53.07000117480679
18.55491347758675,2.0,,43.66863164884946
24.98531319900216,3.0,,56.43004150542116
28.688344402909337,4.0,20.0,73.48128045991015
23.121678909387708,1.0,14.0,43.98857179802339
29.944019164785566,1.0,6.0,37.40989777979072
20.91342576865762,,14.0,55.91761226853337
25.182410873359185,1.0,14.0,52.02164370249124
18.98952779096012,,19.0,52.85689301774108
19.4917512052312,4.0,,39.398459410737594
16.215326831137332,1.0,5.0,28.38696300881324
20.47462838906099,5.0,18.0,61.57754837309428
17.5923042683564,3.0,16.0,53.545775849591735
22.315162982750593,2.0,14.0,52.49257793410562
15.072102082738601,3.0,9.0,37.40576042114579
20.84548178401357,2.0,20.0,59.008943444929166
34.58505620126101,3.0,12.0,66.15698104658283
20.289318205730517,1.0,16.0,48.74960003432064
14.756568657265753,4.0,5.0,35.42108346402744
16.44530754154278,5.0,10.0,49.563271362008756
24.55647382799438,5.0,19.0,65.554185066439
25.71627760958091,1.0,20.0,60.81191741431941
34.21460390039486,1.0,11.0,54.05342433098484
,2.0,19.0,64.00333863975298
28.25734820710796,5.0,,55.77521276930537
16.774226477280244,3.0,18.0,54.024258826942045
19.48332521867261,,15.0,60.45788362239517
17.19195285477131,3.0,16.0,53.250813327877175
14.114541517104943,1.0,17.0,49.021856714616796
28.805991267343632,5.0,14.0,68.45871275162446
19.407527474633742,1.0,13.0,39.097437945952144
29.835112001266197,3.0,12.0,54.21622631911357
19.542283354222633,5.0,6.0,39.267325388673406
18.324696168668147,4.0,14.0,50.979962339375184
19.13627745742915,,9.0,35.04864359948168
17.889331033347887,3.0,18.0,61.455750558314605
29.33873453458093,5.0,6.0,51.98459010487403
27.999138053269903,4.0,6.0,46.56449622850114
18.396506395823874,1.0,5.0,28.304863776462472
21.475863756024438,1.0,15.0,46.11738147952156
25.696985228732654,1.0,12.0,46.258295565056876
18.30185125459411,5.0,5.0,39.75209743339188
22.767652814232186,2.0,,44.032510350372945
24.831490028490688,3.0,16.0,59.68370254448671
20.67285368390081,2.0,9.0,42.28583428949093
14.025495053196233,5.0,18.0,60.75125784397152
27.14723474639066,5.0,5.0,
22.18461664158256,1.0,15.0,44.87713900040329
37.94507057724824,1.0,10.0,54.432349615547714
27.33512049295075,3.0,16.0,58.585557642146064
22.46756975662742,3.0,10.0,39.75880058872501
18.726416263354963,2.0,12.0,46.74968811701492
28.1829903415389,3.0,5.0,36.62669434383215
14.877209179441946,3.0,,55.66915168350087
24.382988689135793,2.0,5.0,35.19875031935194
28.718097601656197,3.0,7.0,46.02754260979849
23.957180001235056,4.0,14.0,58.97506662908217
22.30769705418306,4.0,13.0,51.94753116909009
,2.0,11.0,46.879794584826385
16.79442025716043,1.0,11.0,42.58819287755593
21.598644067462903,5.0,10.0,51.79177010486171
24.854524171266892,1.0,14.0,48.49996228186851
25.571122162582586,1.0,18.0,55.5145787183727
23.62569418368846,3.0,16.0,57.49906040827669
28.24331307217617,1.0,7.0,45.57566658274578
18.09414240544004,1.0,14.0,43.5830323792173
17.802619163836955,2.0,17.0,50.416040992984975
26.254087388542285,2.0,16.0,59.443284819804184
24.026164344651697,1.0,19.0,57.15275451620742
30.87488950359311,1.0,15.0,49.805330275771254
,4.0,9.0,50.54787087328136
20.45420027154017,2.0,9.0,39.326416021590376
35.6631576984707,5.0,16.0,77.13492636266506
22.934167058771884,3.0,12.0,43.167749075548656
27.518710981979687,1.0,9.0,41.61073341599947
27.593939317202107,4.0,12.0,57.346003670250845
16.46209283905565,3.0,7.0,39.26797139721423
,2.0,7.0,29.436982670730238
28.43671076712599,4.0,12.0,52.5549886835757
31.12361137327715,5.0,11.0,59.1724300451587
25.558895437442207,3.0,6.0,47.44889696013228
28.600267430701802,5.0,18.0,65.21292673557409
29.205033192176654,4.0,9.0,47.28027030776861
20.19342603825036,1.0,7.0,32.29877806855513
20.883302725690648,5.0,19.0,
16.615929478284162,4.0,19.0,60.41352392881199
30.051774246430593,4.0,5.0,46.19101075761368
25.713916574653858,1.0,17.0,52.93629525052018
23.083958399448246,3.0,15.0,55.66233004741072
22.887424238979147,5.0,14.0,61.00189235075426
27.14408679873953,4.0,5.0,46.87768162208415
22.463454513510346,1.0,16.0,51.048868366877265
32.23282728241317,3.0,12.0,55.757225883743445
25.607936652493805,,9.0,43.67183006572824
30.193808501275633,4.0,7.0,50.74243426766577
13.293071135096703,2.0,10.0,38.52038599466322
20.59242090909281,1.0,7.0,34.60045190476508
23.621805998325943,5.0,10.0,58.86235251574102
24.711060403348828,4.0,11.0,55.6888118003088
23.026985742146405,5.0,15.0,56.516906729211165
26.604035808009378,4.0,8.0,54.12812238509429
15.146275416226903,1.0,5.0,21.923344196041857
22.018118339264785,,10.0,49.99699541322713
18.37411037769867,1.0,8.0,35.398034945892924
22.832127844626186,5.0,9.0,50.1820173994751
25.38988082714885,5.0,9.0,54.90004539587285
23.961343244487317,1.0,17.0,46.39503148938161
25.61182163328101,4.0,13.0,56.380816071439334
25.471490604378044,2.0,5.0,38.7629694764171
33.714835591557744,1.0,5.0,40.797221340505644
19.980952369031638,5.0,8.0,48.78126077752821
30.989596384957256,5.0,7.0,49.296130916012
15.882427142878951,1.0,18.0,42.021055260528634
9.459010175483256,3.0,14.0,40.46466577119392
18.191015377572885,4.0,8.0,49.951225803686114
22.785070456741586,2.0,14.0,47.18905157474029
23.730022777277618,1.0,12.0,43.58555706576071
19.320265125609613,4.0,20.0,63.315414058967455
17.33890209118913,2.0,8.0,34.687635252556426
22.425342069330334,2.0,13.0,45.095591998760085
18.178224158887527,5.0,9.0,47.044312965986784
19.364485165999675,1.0,19.0,53.04783442132945
24.800796040164865,5.0,14.0,52.824384398320845
16.001215946303347,5.0,20.0,
17.26746805193568,4.0,14.0,49.89952269579638
21.919557907987244,3.0,8.0,44.44315759552217
19.646711176515534,,16.0,56.319779544146975
19.2612430936518,1.0,5.0,30.375353434106486
23.69555586934271,2.0,16.0,54.397606694812445
20.424674234756058,3.0,15.0,46.5374194332274
23.00219441599541,1.0,19.0,56.35881863280953
24.068164184678153,1.0,15.0,52.15317056391996
19.86043652710895,4.0,12.0,48.99749364792348
19.316719299405914,1.0,11.0,37.067736048903654
19.357110429858597,3.0,5.0,36.94143032283696
22.321930185682394,5.0,20.0,75.59598506929642
20.0872191068143,4.0,8.0,41.933179105422276
24.01803145633719,1.0,9.0,39.6823354974923
23.766802412767333,5.0,6.0,48.13836461190374
18.196011546062692,2.0,9.0,39.897660145637204
13.661651199221682,4.0,6.0,38.57393137738819
20.530976906122483,3.0,12.0,42.87671452078916
22.42714460032587,2.0,19.0,55.857320545030134
21.450326776501814,,20.0,57.597647255263055
21.077664685246404,4.0,12.0,52.307501954249176
7.653839155220252,2.0,9.0,30.19754591558676
21.778779169684157,4.0,,42.005901725336756
25.529528706048065,2.0,10.0,49.25055110000007
21.203905527771404,3.0,6.0,37.864913012124795
19.30990255828057,5.0,9.0,47.721617624388394
21.40075149543463,2.0,13.0,46.48812008752259
27.033710349354845,2.0,5.0,41.171851210475616
18.438772778303477,1.0,,47.81407113490047
23.862958008030763,3.0,,32.93186834979844
19.800235825537015,3.0,9.0,44.14909137039864
30.06577375408891,4.0,13.0,60.59251353020621
19.572364683706546,3.0,13.0,44.36875998523943
15.08974021151958,4.0,14.0,49.2842862318992
18.40163501557884,1.0,5.0,28.31860240086887
,1.0,13.0,36.415549634782025
26.725050700527383,,20.0,71.26810095527594
26.891344046444903,4.0,11.0,45.78660360136726
28.272195316814393,4.0,11.0,55.00399378904373
12.471291202717909,1.0,,24.699046752890364
24.22667214621806,2.0,15.0,53.43202652063627
28.58602309451934,3.0,19.0,68.95653284877804
24.238520509056297,4.0,14.0,56.615250344618694
17.471287066146456,4.0,18.0,61.34831379172493
10.96005587731758,1.0,20.0,
20.733113302440323,3.0,6.0,42.97089964327948
15.613167449035764,1.0,12.0,36.62811737341881
24.454479887187645,2.0,9.0,41.58521724689309
25.55331613877078,2.0,7.0,40.07581771293383
21.435450144021598,5.0,10.0,52.67918936015788
28.153668841850656,5.0,10.0,54.25868831489129
27.614274431520847,2.0,,41.970549556388335
5.31631040050722,4.0,15.0,42.30508888131678
27.154046552992103,5.0,5.0,47.54125050061605
16.24741742394737,4.0,6.0,35.74762503870855
19.409420863430395,4.0,10.0,47.225780555070166
29.312463746808866,2.0,16.0,55.36479985685526
22.129428557735626,4.0,18.0,61.41421785576554
22.189187395524556,4.0,6.0,44.65739503136814
23.614229801733014,2.0,20.0,59.4108089180746
28.130039582871376,1.0,11.0,45.9728373816501
26.299054574522042,1.0,9.0,38.33686086710776
19.855208893752504,2.0,19.0,52.93575119089968
30.80205883060762,1.0,16.0,53.717730793918584
17.13733338513692,2.0,16.0,49.89907211265249
24.629663270717938,5.0,9.0,52.39565592900398
27.950980595868224,5.0,19.0,73.22106267894418
23.47322627877587,,20.0,68.5481910653434
23.61502191855518,1.0,11.0,48.49396188345013
24.120257911389523,1.0,12.0,43.8538562273743
18.988458258493473,3.0,17.0,56.82818982209125
19.188322486405383,5.0,19.0,60.10190670291159
22.151224753329895,2.0,15.0,51.02609966868434
23.121253266290424,2.0,7.0,33.747361650149514
22.231565472763094,4.0,18.0,65.45144426611316
20.21419300706146,2.0,17.0,52.152226859226396
18.447439575118537,1.0,13.0,47.245920092230506
21.269593547798845,2.0,8.0,35.86668144158584
,5.0,5.0,46.685082679452734
21.461863661222605,4.0,16.0,57.534696886420086
13.70197057928551,1.0,9.0,37.011684405312124
22.26395984087609,1.0,18.0,46.02592317329523
28.002421212757376,3.0,7.0,45.922330687103496
30.43261126697778,3.0,20.0,
13.96218270727249,4.0,20.0,58.210231773588106
29.473871594343695,3.0,,70.87535425512674
,1.0,19.0,59.66010597562476
17.566512773276706,3.0,15.0,53.244098279354056
27.610697314060133,1.0,19.0,59.378321369426104
34.34339402551285,2.0,9.0,49.807791621278284
20.036996144115598,4.0,13.0,51.82408421660682
29.995262615857637,2.0,7.0,44.78683113181905
24.97711101819882,,7.0,
9.456927841340256,5.0,14.0,49.24288561782504
17.31014280415819,3.0,5.0,34.030127764889
21.085453042706984,4.0,13.0,56.44597913027901
22.488138696175938,2.0,10.0,44.040476987809654
17.887083349752444,4.0,13.0,53.749229936307586
15.929149290743137,1.0,14.0,45.13593035627103
18.04997161499568,2.0,17.0,52.30126348676168
22.924891630896777,3.0,7.0,38.75836363986506
24.834204635283925,1.0,8.0,33.63360746881087
18.889021902978804,3.0,,59.14178400983422
23.05029868196236,5.0,18.0,65.97255991636648
30.66041657933024,2.0,20.0,65.67566570375186
21.192678970598358,2.0,20.0,55.159520580467365
20.481058591787594,2.0,12.0,45.7487338426598
17.47004037151994,,15.0,134.17048582734128
19.11714309604841,2.0,12.0,45.241235782064315
22.35368027951386,3.0,8.0,46.0333446519658
22.249923812740676,3.0,7.0,42.009120595185074
24.001037644997407,5.0,6.0,48.34651348679152
18.46726628757464,1.0,12.0,41.143514702473695
33.75197457792302,1.0,15.0,53.07630679349219
15.92291992980486,2.0,20.0,51.34653387887812
35.20647552594302,4.0,6.0,55.1343669224161
14.038551854153479,2.0,7.0,126.22314954806001
27.797054373236215,5.0,11.0,
26.722442901147257,3.0,8.0,45.351501139306734
25.740965052927738,5.0,14.0,62.79515891053815
16.886230937771554,5.0,5.0,38.88714726444349
26.700149572859782,4.0,15.0,60.49876170093672
23.536915662383194,4.0,16.0,60.04360963364461
26.961482264275446,3.0,9.0,55.626837610407954
34.13762300386756,1.0,12.0,51.26548099787732
22.94170239145393,1.0,16.0,
21.174250119689127,3.0,14.0,55.439003567248676
23.71739654037078,4.0,6.0,47.395185061215955
14.538449907566285,5.0,5.0,28.395905512272464
23.00320946933173,4.0,14.0,58.94562260027892
21.479578067863415,2.0,8.0,42.57427423962308
22.88116937202935,4.0,11.0,
25.023186531707193,2.0,8.0,
18.42059910248655,5.0,7.0,43.79393624888168
21.002311846567668,5.0,19.0,66.03541000133374
23.202881848759674,2.0,11.0,44.04926461093027
23.98761784316888,5.0,,58.9503159282692
23.125482712352664,4.0,8.0,49.857626457014774
33.9080119748926,3.0,15.0,64.50560944737443
19.483985580706822,5.0,10.0,50.5290564961165
21.455901700340533,5.0,14.0,59.03145941875358
27.40531021011864,2.0,17.0,
28.535051946692292,5.0,6.0,45.447652996852206
23.311326051437128,4.0,9.0,47.78226718033036
14.793866254326039,2.0,20.0,51.09377366475746
17.96152630309674,1.0,10.0,37.4713471875707
20.110259012947846,3.0,14.0,47.778856258691654
23.96916045650852,2.0,6.0,38.59532521383229
31.0248178809386,3.0,11.0,54.428696648256135
20.471892811028862,3.0,11.0,44.314565450591076
16.888293952065375,2.0,14.0,
20.0994265076268,2.0,9.0,38.99987123157161
23.862667101755818,4.0,13.0,54.57998472605754
30.186573423090383,5.0,6.0,51.58057376568545
19.3624581227032,4.0,11.0,55.57317765869798
20.840463707966048,5.0,,53.247743669504764
,1.0,16.0,55.65079113430681
15.574763545665292,3.0,14.0,50.72322663071476
26.653381699775654,3.0,15.0,64.66591987239781
12.554652394841218,2.0,19.0,46.39402981293667
22.290771840405977,5.0,15.0,61.32269796538598
22.889505368951134,2.0,9.0,
22.128886174638478,2.0,20.0,62.754846946356025
21.350810885325195,2.0,8.0,41.5457532867559
21.312356762945797,2.0,12.0,47.10872857211643
26.028122225058205,4.0,,56.803439339933085
27.593688624897187,3.0,17.0,60.49445956784989
19.26810084744601,,13.0,43.65940508442576
12.391666495759873,4.0,20.0,52.41411241359019
22.582570854103693,,20.0,63.74540485580813
30.106621949910547,2.0,16.0,66.65783834286303
23.77241957219812,4.0,10.0,47.505149705738994
26.4064029233634,1.0,19.0,59.012353920665944
16.542121095151288,5.0,6.0,44.61239398679934
24.45526353881471,2.0,15.0,53.81681716147831
28.979151046038737,3.0,14.0,56.59792680320361
23.807662518658375,5.0,13.0,50.14024476863681
21.284398776390915,4.0,9.0,42.03531377361053
15.819954470654737,2.0,20.0,46.134833723276515
20.08829317776691,1.0,8.0,34.05950532157681
18.568707466989963,2.0,7.0,36.58125837870207
15.932992574018698,4.0,8.0,40.357830603480664
19.586412857121225,5.0,9.0,44.89399326942741
,2.0,10.0,39.10235228754258
36.02446890891905,4.0,11.0,65.36520722296468
19.347694248249454,1.0,13.0,37.326931359815106
27.01281899486045,1.0,20.0,61.50099867238552
20.420708442046184,3.0,8.0,45.60315487869674
19.249796237358407,4.0,11.0,49.08921114584857
26.872962759823075,2.0,17.0,59.35796333501937
20.855963080096874,3.0,11.0,45.316958301802295
24.82815718430889,3.0,14.0,50.383794756979434
27.520099663458947,4.0,17.0,64.59168770413372
,4.0,7.0,33.81366936846482
,4.0,20.0,58.381515998297026
18.441483402177198,3.0,9.0,42.246314942238115
18.795491225269807,4.0,15.0,55.98467862805863
18.55395353628945,4.0,18.0,60.85746262066472
25.80811624347495,1.0,18.0,52.66936305622981
17.448425832025222,5.0,12.0,51.26228814486745
,1.0,9.0,39.08894267545773
29.91094942553357,4.0,16.0,67.8699190902904
22.492771051825134,5.0,16.0,67.80883686633794
21.73731509531415,5.0,15.0,62.2146521173227
18.311116798590707,1.0,19.0,57.32355618406437
13.94774779812536,4.0,15.0,50.527697528184625
15.743527362265711,2.0,9.0,37.1243577559163
27.555621163292273,5.0,15.0,71.90041078765665
21.312889319763393,3.0,6.0,37.75294680968637
20.617895169237762,2.0,10.0,41.84684619095114
20.3761759295151,4.0,18.0,63.25719809581067
27.340105764145775,4.0,15.0,61.06474465277764
22.111927298867307,4.0,15.0,58.59445135596619
29.931183540292082,5.0,15.0,67.10583243691076
16.14540559722662,4.0,13.0,50.45293566527153
19.41560159791994,4.0,9.0,43.66011080830754
19.8598401620456,5.0,10.0,49.39429580430298
15.355937558567884,3.0,8.0,34.9027208402851
26.36688321830511,4.0,18.0,66.14285312284663
19.223752109712244,2.0,19.0,54.08519302972789
29.501237931326514,3.0,5.0,46.47073774782583
19.945124716440827,1.0,11.0,42.46286586388693
21.49445294801268,4.0,20.0,66.49354327513296
30.899437040505333,4.0,14.0,66.91304668365365
21.457348456315206,5.0,10.0,51.56565734942907
24.066875320461357,4.0,11.0,55.71493576067094
29.289577723969693,3.0,8.0,
27.865524296802732,4.0,17.0,65.69740051500551
25.520913720678294,4.0,7.0,40.01384830130172
22.69706030880391,4.0,14.0,53.48693388707143
23.208956387728218,2.0,6.0,36.33716858811386
16.398940598837406,2.0,,
24.905960406338362,3.0,16.0,57.931681050498746
19.719714932343354,1.0,14.0,47.398514210478396
21.64027397143501,2.0,11.0,41.89532951640674
21.072181969134764,1.0,14.0,44.00654872150615
33.32340359049876,3.0,11.0,57.58468344713559
29.40235745526304,3.0,20.0,65.30109043440254
17.295158354071834,4.0,,41.31488164896148
14.316399141895335,5.0,6.0,33.64999380332369
18.188720562349985,3.0,10.0,45.47189400306038
24.31172909139991,4.0,14.0,61.48794566704848
19.099309494837694,3.0,9.0,
21.940046922753336,5.0,16.0,64.12309663873114
27.439876057649897,2.0,6.0,41.35755920362248
23.55377029317551,4.0,5.0,41.4862202518191
21.129351776259963,4.0,11.0,50.023345392834216
17.385244530368023,1.0,10.0,35.12277081596327
18.94799323717209,2.0,18.0,57.420101975932134
30.061251319394728,4.0,11.0,58.41394812466891
26.688853027357517,5.0,19.0,74.99857236529823
30.778044358736658,3.0,6.0,53.20803526572864
27.05745896546076,4.0,10.0,54.0626048353273
15.003585385964039,3.0,10.0,37.5646018358868
11.913589290789734,4.0,11.0,35.037911170438726
19.993804912328038,5.0,11.0,
19.10139138716618,4.0,7.0,41.12859448404059
22.02682405948391,5.0,19.0,70.09462058505824
19.86137190986545,4.0,,51.067336649095324
24.671592931745604,,14.0,53.42210171091701
28.043098775561777,1.0,5.0,38.81381911651259
20.4365601661819,3.0,19.0,61.724176417831956
17.94584562158655,2.0,9.0,41.44919918896447
29.991051182090434,3.0,15.0,63.14971337540589
27.642582786058465,5.0,14.0,67.82641955953035
24.90495744199741,,20.0,63.78825488729785
20.78016074510609,2.0,17.0,53.44701540589808
22.02513929675358,1.0,9.0,33.30502149760337
22.557253146154892,5.0,20.0,70.85559915045042
27.32297215976931,4.0,9.0,50.28012906913414
17.229377449153823,4.0,17.0,54.7317232875212
19.605146733400378,3.0,13.0,45.97497257141172
21.45719767488934,4.0,9.0,
,4.0,14.0,55.8729368770231
23.37151553143326,1.0,6.0,30.62545483753463
,3.0,11.0,56.2201774304455
15.003245246645864,2.0,9.0,35.98285133798516
23.325377217605904,4.0,15.0,57.35529927165809
16.97909021088397,,17.0,54.55709421404199
19.116637342852055,1.0,,50.89730372037289
18.32986406737224,2.0,14.0,40.71732511530297
,3.0,15.0,57.301868217133084
21.321611636561542,3.0,15.0,48.84498878480627
20.576211566031684,4.0,6.0,44.08157075093123
,4.0,16.0,71.64031420811347
22.915347819723937,4.0,5.0,45.43043564101755
28.184581431630214,3.0,17.0,68.45530834283218
,3.0,8.0,
19.532169736998522,1.0,17.0,50.715400013807795
19.27251184480554,4.0,15.0,48.36921003203297
,3.0,12.0,46.35677874282783
14.999568336260062,1.0,16.0,42.90634752738352
20.870450012589068,4.0,9.0,41.61752263715603
19.734977689426735,2.0,,46.628925404944745
27.820540053684088,5.0,9.0,54.52440041277166
22.558306361135525,3.0,10.0,50.52099068567013
21.086830789511183,2.0,17.0,154.015255871833
13.686086739684598,5.0,12.0,51.15105964270793
22.335793367554466,2.0,16.0,48.98337465796732
,2.0,14.0,51.743576459871896
,3.0,15.0,51.9853892772394
20.539328970709157,5.0,8.0,45.63525354881081
19.39643611771246,3.0,15.0,56.2379164738305
26.253599958791042,5.0,20.0,75.21390766351789
20.581532518047677,3.0,7.0,42.4754314769385
20.83986902566615,5.0,16.0,60.05596487717012
35.04684679843383,3.0,9.0,55.00689733233293
24.430396371360523,3.0,6.0,42.601201821929486
17.167732554807063,3.0,19.0,56.44475334703116
23.498502985659282,,19.0,57.39743654896365
18.196951510862277,5.0,8.0,47.07715960909145
24.17808404811797,4.0,15.0,55.06861287584295
13.906760204556244,3.0,6.0,37.04040496825845
21.89762029763646,1.0,15.0,45.203281537146054
12.105276546760987,1.0,19.0,
25.745476566871815,3.0,5.0,37.28988951266088
21.073839154122066,3.0,,63.17571865035511
22.0897591238452,1.0,13.0,47.930232907871925
23.843806176808826,2.0,15.0,54.780102751466565
29.954957390598935,2.0,7.0,43.94674447522509
26.826801946838913,4.0,13.0,59.67785079067416
26.11189546255691,3.0,19.0,66.99493470807509
22.732329624782786,2.0,16.0,57.192659248619066
17.336452166290652,5.0,12.0,49.017051450216854
,3.0,14.0,51.20022073458602
22.323420328024888,4.0,14.0,51.260311510950054
21.392049610155798,,8.0,44.80347840004083
21.39780407877386,3.0,20.0,61.4337552344676
,5.0,8.0,56.03798965996967
21.31853310638489,3.0,17.0,56.20735704445013
22.710925870091895,2.0,20.0,63.18953985608017
25.69779919686534,2.0,20.0,63.19399505767603
28.165953187229135,5.0,17.0,
15.953897545719267,3.0,12.0,42.62783992381258
,1.0,19.0,51.60506375314184
18.44667299157723,1.0,15.0,41.487673006530386
10.3356770281378,1.0,17.0,43.47870418738696
22.800797403528453,3.0,15.0,56.148712756838464
20.59615748075537,4.0,5.0,37.01042125476702
26.04843754232588,5.0,19.0,73.81979775085186
5.907636153491033,,10.0,32.86775282173487
25.21485649558781,1.0,17.0,51.074444614374755
15.82483688477257,1.0,15.0,41.376863803048415
22.015990267106968,4.0,15.0,54.11811490712013
26.498831099249564,4.0,11.0,50.907088108422364
20.13226445058791,4.0,7.0,37.088665188194874
17.29955312057575,3.0,13.0,44.7186221998382
23.90820881535548,3.0,12.0,41.36949069584088
31.784846226477327,1.0,17.0,59.02605571746814
18.183183364816266,4.0,5.0,38.71211486172479
25.307919865147312,1.0,14.0,111.45392618938516
25.32266905422366,,11.0,42.86954487853491
19.67247730648624,1.0,16.0,46.62515889893856
24.31493247283525,4.0,15.0,57.163404196777975
32.42090548503937,5.0,7.0,59.55278335340381
25.120621813279026,1.0,15.0,
12.744634434567486,1.0,14.0,39.21421312423051
27.437635946671556,1.0,15.0,59.80022897789827
11.823534645533172,2.0,10.0,34.33616598539189
21.135485174176978,5.0,11.0,53.40443164569953
24.897777715552973,4.0,6.0,44.744060872257435
14.976764890742324,1.0,18.0,44.92480865065987
21.1156036873884,3.0,16.0,50.89887700508954
17.23589745895255,5.0,17.0,63.60394053508664
21.101756928112152,2.0,7.0,38.64869091479459
8.463706972594988,1.0,14.0,31.41289437354628
20.909424238892154,2.0,18.0,59.831188378927344
18.535951375339792,3.0,14.0,48.00783162666395
32.54619175577463,4.0,16.0,69.43761981862347
19.56225091048883,3.0,13.0,
22.102861967012394,2.0,14.0,50.822145689370714
26.030226918377174,3.0,20.0,68.3526046045527
20.9444471420034,2.0,7.0,33.566095127120505
21.347543430081934,4.0,15.0,57.529291799402664
18.031746845994057,5.0,15.0,54.10042862958191
22.659594383825485,4.0,14.0,55.01999166746947
17.61896581748305,4.0,19.0,58.984419092975095
14.161642382762334,4.0,10.0,45.38179255697184
31.625195565256917,1.0,16.0,57.76596727929465
24.064818384656846,2.0,18.0,52.6521272553286
27.06658262165301,5.0,13.0,57.00667096603597
29.62523619374327,4.0,6.0,46.62592504737989
22.26469085123399,5.0,14.0,56.726840404228405
15.58731573218587,3.0,9.0,36.20623265955548
27.335632148414472,1.0,13.0,46.930749117480644
11.893804127416503,4.0,19.0,56.449045127340746
25.5023426320145,3.0,7.0,46.20759122526512
21.360695861120455,4.0,9.0,43.394262630864965
19.738347041461726,2.0,6.0,34.559170714186564
27.792167152651558,2.0,10.0,46.989589977963306
26.484065044931125,5.0,20.0,69.46012015969153
27.132142641084595,5.0,5.0,50.13233370236819
18.719457194728435,3.0,11.0,42.530875133284574
25.467336625973243,1.0,16.0,55.03407347287311
23.565607620556452,2.0,15.0,50.32212616424929
31.347641711104135,1.0,16.0,
15.90238793580334,1.0,9.0,34.95691057465815
23.69305604617551,2.0,10.0,46.86202403266859
27.92001658405863,5.0,8.0,51.00421706048361
25.710493538515355,,14.0,52.873220376941774
11.65945756462798,1.0,7.0,22.401004975573358
18.866959641525426,1.0,12.0,39.4790147498845
16.62318454311448,4.0,7.0,37.35125126329191
26.087531497317727,5.0,13.0,60.745751686979354
21.250610377479077,1.0,16.0,53.582538757962354
23.317438363956455,,7.0,43.37460014012665
30.96741418426361,4.0,20.0,72.74737803869472
28.417953076685457,3.0,16.0,59.15264343852838
26.947935009834847,,19.0,57.22461190553919
18.870355741984,1.0,5.0,32.15371107258365
19.359182155351437,4.0,7.0,38.49007318736557
25.84323532657059,1.0,7.0,
